v,vw,o,c,h,l,t,n
200,21.79,21.79,21.79,21.79,21.79,1683646020000,1
110,21.7682,21.77,21.77,21.77,21.77,1683646980000,2
200,21.7692,21.7692,21.7692,21.7692,21.7692,1683647100000,1
1378,21.7733,21.77,21.79,21.79,21.77,1683647700000,7
300,21.77,21.77,21.77,21.77,21.77,1683647820000,1
500,21.77,21.77,21.77,21.77,21.77,1683648180000,5
540,21.7183,21.73,21.71,21.73,21.71,1683650220000,7
219,21.71,21.71,21.71,21.71,21.71,1683650760000,5
250,21.79,21.79,21.79,21.79,21.79,1683652380000,1
100,21.7899,21.7899,21.7899,21.7899,21.7899,1683653040000,1
100,21.78,21.78,21.78,21.78,21.78,1683653100000,1
758,21.7698,21.77,21.77,21.77,21.77,1683653400000,6
586,21.77,21.77,21.77,21.77,21.77,1683653580000,2
255,21.7339,21.74,21.73,21.74,21.73,1683654240000,3
2283,21.73,21.73,21.73,21.73,21.73,1683654660000,4
500,21.78,21.78,21.78,21.78,21.78,1683655260000,1
191,21.79,21.79,21.79,21.79,21.79,1683655500000,1
908,21.77,21.77,21.77,21.77,21.77,1683656100000,4
138,21.7199,21.72,21.72,21.72,21.72,1683656880000,5
200,21.77,21.77,21.77,21.77,21.77,1683658380000,2
163,21.755,21.755,21.755,21.755,21.755,1683658620000,1
148,21.7702,21.77,21.77,21.77,21.77,1683658920000,2
221,21.77,21.77,21.77,21.77,21.77,1683659520000,3
735,21.7743,21.775,21.7725,21.775,21.7725,1683661200000,3
197,21.7712,21.77,21.77,21.77,21.77,1683661620000,2
130,21.7511,21.75,21.75,21.75,21.75,1683661980000,3
345,21.7063,21.7,21.7,21.7,21.7,1683662340000,9
500,21.55,21.55,21.55,21.55,21.55,1683672600000,1
400,21.661,21.66,21.66,21.66,21.66,1683725400000,6
2165,21.7597,21.76,21.76,21.76,21.76,1683725640000,23
500,21.79,21.79,21.79,21.79,21.79,1683725700000,1
200,21.765,21.765,21.765,21.765,21.765,1683725940000,1
500,21.76,21.76,21.76,21.76,21.76,1683726000000,2
607,21.7281,21.75,21.72,21.75,21.72,1683726180000,9
504,21.7051,21.705,21.705,21.705,21.705,1683726540000,4
1108,21.6877,21.6903,21.66,21.6903,21.66,1683726780000,5
125,21.6705,21.66,21.66,21.66,21.66,1683726840000,3
100,21.66,21.66,21.66,21.66,21.66,1683726900000,1
1700,21.7164,21.71,21.723,21.7266,21.71,1683727020000,3
377,21.7409,21.7409,21.7409,21.7409,21.7409,1683727440000,2
367,21.73,21.73,21.73,21.73,21.73,1683727920000,1
129,21.6896,21.69,21.69,21.69,21.69,1683729960000,5
111,21.695,21.695,21.695,21.695,21.695,1683730440000,1
300,21.71,21.71,21.71,21.71,21.71,1683731460000,1
2500,21.71,21.71,21.71,21.71,21.71,1683731820000,2
461,21.7133,21.7133,21.7133,21.7133,21.7133,1683731940000,1
415,21.68,21.68,21.68,21.68,21.68,1683733080000,1
400,21.7009,21.7,21.7017,21.7017,21.7,1683734040000,4
692,21.6585,21.65,21.6737,21.6737,21.65,1683734460000,11
212,21.6106,21.611,21.611,21.611,21.611,1683734820000,4
600,21.6568,21.6577,21.655,21.6577,21.655,1683735180000,2
232,21.6999,21.6999,21.6999,21.6999,21.6999,1683735540000,3
702,21.6777,21.68,21.68,21.68,21.68,1683737340000,5
1520,21.6341,21.62,21.635,21.635,21.62,1683739560000,3
236,21.6155,21.62,21.61,21.62,21.61,1683739620000,7
100,21.6057,21.6057,21.6057,21.6057,21.6057,1683741180000,1
198,21.6151,21.62,21.62,21.62,21.62,1683742560000,2
115,21.6096,21.61,21.61,21.61,21.61,1683742860000,3
115,21.6569,21.6569,21.6569,21.6569,21.6569,1683743160000,1
150,21.639,21.63,21.63,21.63,21.63,1683743280000,2
177,21.6113,21.6113,21.6113,21.6113,21.6113,1683743340000,2
381,21.6301,21.63,21.63,21.63,21.63,1683743940000,2
600,21.7099,21.7099,21.7099,21.7099,21.7099,1683744600000,1
1870,21.6001,21.6,21.6,21.6,21.6,1683745020000,12
747,21.6996,21.7,21.7,21.7,21.7,1683745740000,3
250,21.6608,21.66,21.66,21.66,21.66,1683745800000,3
601,21.6545,21.6634,21.68,21.68,21.62,1683745920000,4
100,21.68,21.68,21.68,21.68,21.68,1683746220000,1
213,21.7,21.7,21.7,21.7,21.7,1683746520000,3
300,21.72,21.72,21.72,21.72,21.72,1683747120000,2
231,21.7003,21.7,21.7,21.7,21.7,1683748500000,3
267,21.7312,21.7346,21.7346,21.7346,21.7346,1683748680000,2
309,21.6602,21.66,21.66,21.66,21.66,1683748740000,2
574,21.5519,21.55,21.55,21.55,21.55,1683811800000,7
223,21.6201,21.62,21.62,21.62,21.62,1683811920000,4
100,21.6,21.6,21.6,21.6,21.6,1683811980000,1
220,21.6023,21.6,21.6,21.6,21.6,1683812040000,5
106,21.5896,21.59,21.59,21.59,21.59,1683812100000,3
464,21.5802,21.58,21.58,21.58,21.58,1683812340000,4
300,21.575,21.575,21.575,21.575,21.575,1683812880000,1
267,21.5603,21.56,21.56,21.56,21.56,1683813120000,6
420,21.5507,21.55,21.5501,21.5501,21.55,1683813540000,12
2363,21.5166,21.55,21.52,21.569,21.45,1683813720000,42
101,21.5505,21.55,21.55,21.55,21.55,1683814260000,2
200,21.56,21.56,21.56,21.56,21.56,1683814440000,1
210,21.53,21.53,21.53,21.53,21.53,1683814920000,1
140,21.595,21.595,21.595,21.595,21.595,1683815400000,1
1001,21.5779,21.5779,21.5779,21.5779,21.5779,1683815700000,1
3830,21.5986,21.6,21.5763,21.6,21.5763,1683815760000,5
250,21.6,21.6,21.6,21.6,21.6,1683816720000,1
201,21.5801,21.58,21.58,21.58,21.58,1683816840000,2
102,21.6005,21.6,21.6,21.6,21.6,1683816900000,3
920,21.61,21.61,21.61,21.61,21.61,1683818220000,1
200,21.6,21.6,21.6,21.6,21.6,1683818700000,1
236,21.6081,21.606,21.606,21.606,21.606,1683819120000,2
100,21.5767,21.5767,21.5767,21.5767,21.5767,1683819720000,1
310,21.5803,21.58,21.58,21.581,21.58,1683820740000,3
250,21.6075,21.6075,21.6075,21.6075,21.6075,1683821040000,1
500,21.6291,21.6291,21.6291,21.6291,21.6291,1683821340000,1
1532,21.59,21.58,21.6097,21.6097,21.56,1683822060000,23
2126,21.59,21.59,21.59,21.59,21.59,1683822540000,1
493,21.588,21.5881,21.5881,21.5881,21.5881,1683826140000,2
279,21.5499,21.55,21.55,21.55,21.55,1683827400000,5
265,21.5565,21.5566,21.5566,21.5566,21.5566,1683827880000,2
462,21.5649,21.565,21.565,21.565,21.565,1683828660000,2
800,21.565,21.56,21.58,21.58,21.56,1683828960000,3
2251,21.5778,21.56,21.59,21.6,21.56,1683829080000,10
1330,21.5612,21.555,21.58,21.58,21.555,1683829140000,3
100,21.555,21.555,21.555,21.555,21.555,1683829620000,1
897,21.5001,21.5001,21.5001,21.5001,21.5001,1683829980000,1
932,21.5886,21.58,21.6,21.6,21.58,1683830220000,6
141,21.555,21.555,21.555,21.555,21.555,1683832140000,2
1382,21.6107,21.6,21.62,21.62,21.6,1683832260000,13
2298,21.5922,21.6,21.59,21.6,21.59,1683832620000,11
2315,21.5858,21.59,21.6185,21.6185,21.54,1683832740000,11
620,21.6103,21.61,21.61,21.61,21.61,1683833100000,6
104,21.605,21.605,21.605,21.605,21.605,1683833340000,1
115,21.61,21.61,21.61,21.61,21.61,1683833640000,1
289,21.61,21.61,21.61,21.61,21.61,1683833820000,2
147,21.61,21.61,21.61,21.61,21.61,1683834000000,1
10082,21.5704,21.5701,21.5701,21.5701,21.5701,1683834420000,4
100,21.625,21.625,21.625,21.625,21.625,1683834480000,1
3000,21.6131,21.6131,21.6131,21.6131,21.6131,1683834840000,2
1150,21.5006,21.5,21.5,21.5,21.5,1683898200000,4
106,21.6027,21.602,21.602,21.602,21.602,1683898560000,3
300,21.655,21.655,21.655,21.655,21.655,1683898800000,1
194,21.6211,21.6201,21.6201,21.6201,21.6201,1683898980000,4
372,21.6327,21.64,21.63,21.64,21.63,1683899040000,4
288,21.6199,21.62,21.62,21.62,21.62,1683899340000,2
101,21.581,21.5806,21.5806,21.5806,21.5806,1683899400000,2
100,21.614,21.614,21.614,21.614,21.614,1683899640000,1
200,21.619,21.619,21.619,21.619,21.619,1683901560000,1
186,21.63,21.63,21.63,21.63,21.63,1683901800000,2
375,21.62,21.62,21.62,21.62,21.62,1683902040000,3
1402,21.62,21.62,21.62,21.62,21.62,1683902100000,5
200,21.62,21.62,21.62,21.62,21.62,1683902160000,2
100,21.62,21.62,21.62,21.62,21.62,1683902280000,1
167,21.6163,21.62,21.62,21.62,21.62,1683902640000,6
550,21.6012,21.6,21.6,21.6,21.6,1683902880000,3
690,21.6,21.6,21.6,21.6,21.6,1683903120000,5
470,21.59,21.59,21.59,21.59,21.59,1683904860000,1
1014,21.55,21.55,21.55,21.55,21.55,1683905220000,4
500,21.555,21.555,21.555,21.555,21.555,1683906240000,1
100,21.555,21.555,21.555,21.555,21.555,1683906960000,1
100,21.555,21.555,21.555,21.555,21.555,1683907020000,1
100,21.555,21.555,21.555,21.555,21.555,1683907140000,1
101,21.545,21.545,21.545,21.545,21.545,1683907380000,2
900,21.55,21.55,21.55,21.55,21.55,1683907860000,3
698,21.5033,21.5,21.5,21.5,21.5,1683909720000,10
440,21.535,21.535,21.535,21.535,21.535,1683911340000,1
334,21.5034,21.51,21.5,21.51,21.5,1683912360000,3
687,21.535,21.535,21.535,21.535,21.535,1683912660000,1
237,21.5692,21.5692,21.5692,21.5692,21.5692,1683913800000,4
154,21.5404,21.54,21.54,21.54,21.54,1683915120000,3
500,21.53,21.53,21.53,21.53,21.53,1683915600000,1
330,21.5038,21.5,21.5,21.5,21.5,1683916500000,3
100,21.53,21.53,21.53,21.53,21.53,1683916980000,1
100,21.57,21.57,21.57,21.57,21.57,1683917340000,1
150,21.5433,21.535,21.535,21.535,21.535,1683919200000,2
119,21.535,21.535,21.535,21.535,21.535,1683919320000,1
464,21.515,21.515,21.515,21.515,21.515,1683920040000,2
419,21.5188,21.515,21.52,21.52,21.515,1683920100000,3
160,21.5404,21.54,21.54,21.54,21.54,1683921240000,6
2520,21.543,21.5425,21.5425,21.5425,21.5425,1683921300000,2
167,21.5604,21.56,21.56,21.56,21.56,1683921360000,2
248,21.5515,21.55,21.55,21.55,21.55,1683921540000,2
737,21.5606,21.56,21.56,21.56,21.56,1684157400000,5
887,21.6217,21.63,21.62,21.63,21.62,1684157940000,2
100,21.63,21.63,21.63,21.63,21.63,1684158180000,1
1155,21.61,21.61,21.61,21.61,21.61,1684158540000,5
403,21.5749,21.575,21.575,21.575,21.575,1684158840000,3
101,21.5802,21.58,21.58,21.58,21.58,1684158900000,2
310,21.5821,21.5828,21.5828,21.5828,21.5828,1684158960000,2
906,21.5529,21.57,21.55,21.57,21.55,1684159320000,14
1211,21.547,21.5499,21.5332,21.55,21.5332,1684159440000,9
1317,21.5462,21.54,21.55,21.55,21.54,1684159980000,12
201,21.545,21.545,21.545,21.545,21.545,1684161720000,3
528,21.549,21.545,21.5499,21.55,21.545,1684162140000,3
661,21.575,21.575,21.575,21.575,21.575,1684162980000,3
107,21.5699,21.5703,21.5703,21.5703,21.5703,1684165380000,3
101,21.5699,21.57,21.57,21.57,21.57,1684165920000,2
800,21.5762,21.5799,21.5699,21.58,21.5699,1684166580000,9
125,21.5679,21.57,21.57,21.57,21.57,1684167120000,3
100272,21.6,21.6,21.6,21.6,21.6,1684167540000,1
407,21.6002,21.6,21.5999,21.6,21.5999,1684168320000,5
500,21.65,21.65,21.65,21.65,21.65,1684168920000,1
500,21.645,21.645,21.645,21.645,21.645,1684170960000,1
400,21.65,21.65,21.65,21.65,21.65,1684171320000,1
100,21.61,21.61,21.61,21.61,21.61,1684171800000,1
100,21.66,21.66,21.66,21.66,21.66,1684172220000,1
600,21.645,21.645,21.645,21.645,21.645,1684172340000,2
168,21.64,21.64,21.64,21.64,21.64,1684172640000,1
260,21.6112,21.6101,21.6101,21.6101,21.6101,1684174140000,2
525,21.6577,21.658,21.658,21.658,21.658,1684174440000,3
450,21.6327,21.6327,21.6327,21.6327,21.6327,1684174620000,1
170,21.61,21.61,21.61,21.61,21.61,1684175280000,1
139,21.62,21.62,21.62,21.62,21.62,1684175340000,3
326,21.61,21.61,21.61,21.61,21.61,1684175520000,1
100,21.62,21.62,21.62,21.62,21.62,1684176120000,1
2100,21.6162,21.61,21.62,21.63,21.61,1684176360000,5
647,21.62,21.62,21.62,21.62,21.62,1684176840000,1
125,21.62,21.62,21.62,21.62,21.62,1684177020000,1
288,21.6299,21.6299,21.6299,21.6299,21.6299,1684177680000,1
500,21.6236,21.62,21.6283,21.6283,21.62,1684178640000,4
170,21.6238,21.62,21.62,21.62,21.62,1684179360000,4
546,21.63,21.63,21.6299,21.63,21.6299,1684179660000,2
454,21.6233,21.63,21.62,21.63,21.62,1684180560000,4
196,21.63,21.63,21.63,21.63,21.63,1684180620000,2
149,21.6109,21.61,21.61,21.61,21.61,1684180740000,3
436,21.5504,21.55,21.55,21.55,21.55,1684243800000,7
825,21.6587,21.65,21.6599,21.66,21.65,1684244160000,4
260,21.5692,21.58,21.58,21.58,21.58,1684244400000,5
100,21.63,21.63,21.63,21.63,21.63,1684244580000,1
742,21.6249,21.624,21.624,21.624,21.624,1684244760000,3
257,21.58,21.58,21.58,21.58,21.58,1684244820000,2
100,21.57,21.57,21.57,21.57,21.57,1684245360000,1
235,21.571,21.57,21.57,21.57,21.57,1684245540000,3
100,21.58,21.58,21.58,21.58,21.58,1684245960000,1
891,21.55,21.55,21.55,21.55,21.55,1684246260000,7
500,21.53,21.53,21.53,21.53,21.53,1684246920000,1
268,21.5405,21.5699,21.5699,21.5699,21.5699,1684246980000,3
597,21.5504,21.55,21.55,21.55,21.55,1684247400000,3
